year_month,feature,missing_rate,rows
2020-08,global_radiation,0.0,8875
2020-08,max_temp,0.03402816901408451,8875
2020-08,mean_temp,0.03402816901408451,8875
2020-08,min_temp,0.0,8875
2020-08,precipitation,0.0,8875
2020-08,pressure,0.0,8875
2020-09,cloud_cover,0.0,9258
2020-09,sunshine,0.0,9258
2020-09,global_radiation,0.0,9258
2020-09,max_temp,0.0,9258
2020-09,mean_temp,0.0,9258
2020-09,min_temp,0.0,9258
2020-09,precipitation,0.0,9258
2020-09,pressure,0.0,9258
2020-10,cloud_cover,0.0,8865
2020-10,sunshine,0.0,8865
2020-10,global_radiation,0.0,8865
2020-10,max_temp,0.03282571912013536,8865
2020-10,mean_temp,0.03282571912013536,8865
2020-10,min_temp,0.0,8865
2020-10,precipitation,0.0,8865
2020-10,pressure,0.0,8865
2020-11,cloud_cover,0.0,7610
2020-11,sunshine,0.0,7610
2020-11,global_radiation,0.0,7610
2020-11,max_temp,0.0,7610
2020-11,mean_temp,0.0,7610
2020-11,min_temp,0.0,7610
2020-11,precipitation,0.0,7610
2020-11,pressure,0.0,7610
2020-12,cloud_cover,0.01439468503937008,8128
2020-12,sunshine,0.0,8128
2020-12,global_radiation,0.0,8128
2020-12,max_temp,0.0,8128
2020-12,mean_temp,0.0,8128
2020-12,min_temp,0.0,8128
2020-12,precipitation,0.0,8128
2020-12,pressure,0.0,8128
2021-01,cloud_cover,1.0,5570
2021-01,sunshine,1.0,5570
2021-01,global_radiation,1.0,5570
2021-01,max_temp,1.0,5570
2021-01,mean_temp,1.0,5570
2021-01,min_temp,1.0,5570
2021-01,precipitation,1.0,5570
2021-01,pressure,1.0,5570
2021-02,cloud_cover,1.0,5251
2021-02,sunshine,1.0,5251
2021-02,global_radiation,1.0,5251
2021-02,max_temp,1.0,5251
2021-02,mean_temp,1.0,5251
2021-02,min_temp,1.0,5251
2021-02,precipitation,1.0,5251
2021-02,pressure,1.0,5251
2021-03,cloud_cover,1.0,6824
2021-03,sunshine,1.0,6824
2021-03,global_radiation,1.0,6824
2021-03,max_temp,1.0,6824
2021-03,mean_temp,1.0,6824
2021-03,min_temp,1.0,6824
2021-03,precipitation,1.0,6824
2021-03,pressure,1.0,6824
2021-04,cloud_cover,1.0,8463
2021-04,sunshine,1.0,8463
2021-04,global_radiation,1.0,8463
2021-04,max_temp,1.0,8463
2021-04,mean_temp,1.0,8463
2021-04,min_temp,1.0,8463
2021-04,precipitation,1.0,8463
2021-04,pressure,1.0,8463
2021-05,cloud_cover,1.0,9120
2021-05,sunshine,1.0,9120
2021-05,global_radiation,1.0,9120
2021-05,max_temp,1.0,9120
2021-05,mean_temp,1.0,9120
2021-05,min_temp,1.0,9120
2021-05,precipitation,1.0,9120
2021-05,pressure,1.0,9120
2021-06,cloud_cover,1.0,9623
2021-06,sunshine,1.0,9623
2021-06,global_radiation,1.0,9623
2021-06,max_temp,1.0,9623
2021-06,mean_temp,1.0,9623
2021-06,min_temp,1.0,9623
2021-06,precipitation,1.0,9623
2021-06,pressure,1.0,9623
2021-07,cloud_cover,1.0,9608
2021-07,sunshine,1.0,9608
2021-07,global_radiation,1.0,9608
2021-07,max_temp,1.0,9608
2021-07,mean_temp,1.0,9608
2021-07,min_temp,1.0,9608
2021-07,precipitation,1.0,9608
2021-07,pressure,1.0,9608
2021-08,cloud_cover,1.0,8726
2021-08,sunshine,1.0,8726
2021-08,global_radiation,1.0,8726
2021-08,max_temp,1.0,8726
2021-08,mean_temp,1.0,8726
2021-08,min_temp,1.0,8726
2021-08,precipitation,1.0,8726
2021-08,pressure,1.0,8726
2021-09,cloud_cover,1.0,9871
2021-09,sunshine,1.0,9871
2021-09,global_radiation,1.0,9871
2021-09,max_temp,1.0,9871
2021-09,mean_temp,1.0,9871
2021-09,min_temp,1.0,9871
2021-09,precipitation,1.0,9871
2021-09,pressure,1.0,9871
2021-10,cloud_cover,1.0,9711
2021-10,sunshine,1.0,9711
2021-10,global_radiation,1.0,9711
2021-10,max_temp,1.0,9711
2021-10,mean_temp,1.0,9711
2021-10,min_temp,1.0,9711
2021-10,precipitation,1.0,9711
2021-10,pressure,1.0,9711
2021-11,cloud_cover,1.0,9975
2021-11,sunshine,1.0,9975
2021-11,global_radiation,1.0,9975
2021-11,max_temp,1.0,9975
2021-11,mean_temp,1.0,9975
2021-11,min_temp,1.0,9975
2021-11,precipitation,1.0,9975
2021-11,pressure,1.0,9975
2021-12,cloud_cover,1.0,8345
2021-12,sunshine,1.0,8345
2021-12,global_radiation,1.0,8345
2021-12,max_temp,1.0,8345
2021-12,mean_temp,1.0,8345
2021-12,min_temp,1.0,8345
2021-12,precipitation,1.0,8345
2021-12,pressure,1.0,8345
2022-01,cloud_cover,1.0,9027
2022-01,sunshine,1.0,9027
2022-01,global_radiation,1.0,9027
2022-01,max_temp,1.0,9027
2022-01,mean_temp,1.0,9027
2022-01,min_temp,1.0,9027
2022-01,precipitation,1.0,9027
2022-01,pressure,1.0,9027
2022-02,cloud_cover,1.0,7678
2022-02,sunshine,1.0,7678
2022-02,global_radiation,1.0,7678
2022-02,max_temp,1.0,7678
2022-02,mean_temp,1.0,7678
2022-02,min_temp,1.0,7678
2022-02,precipitation,1.0,7678
2022-02,pressure,1.0,7678
2022-03,cloud_cover,1.0,8823
2022-03,sunshine,1.0,8823
2022-03,global_radiation,1.0,8823
2022-03,max_temp,1.0,8823
2022-03,mean_temp,1.0,8823
2022-03,min_temp,1.0,8823
2022-03,precipitation,1.0,8823
2022-03,pressure,1.0,8823
2022-04,cloud_cover,1.0,7933
2022-04,sunshine,1.0,7933
2022-04,global_radiation,1.0,7933
2022-04,max_temp,1.0,7933
2022-04,mean_temp,1.0,7933
2022-04,min_temp,1.0,7933
2022-04,precipitation,1.0,7933
2022-04,pressure,1.0,7933
2022-05,cloud_cover,1.0,9177
2022-05,sunshine,1.0,9177
2022-05,global_radiation,1.0,9177
2022-05,max_temp,1.0,9177
2022-05,mean_temp,1.0,9177
2022-05,min_temp,1.0,9177
2022-05,precipitation,1.0,9177
2022-05,pressure,1.0,9177
2022-06,cloud_cover,1.0,9349
2022-06,sunshine,1.0,9349
2022-06,global_radiation,1.0,9349
2022-06,max_temp,1.0,9349
2022-06,mean_temp,1.0,9349
2022-06,min_temp,1.0,9349
2022-06,precipitation,1.0,9349
2022-06,pressure,1.0,9349
2022-07,cloud_cover,1.0,9167
2022-07,sunshine,1.0,9167
2022-07,global_radiation,1.0,9167
2022-07,max_temp,1.0,9167
2022-07,mean_temp,1.0,9167
2022-07,min_temp,1.0,9167
2022-07,precipitation,1.0,9167
2022-07,pressure,1.0,9167
2022-08,cloud_cover,1.0,8939
2022-08,sunshine,1.0,8939
2022-08,global_radiation,1.0,8939
2022-08,max_temp,1.0,8939
2022-08,mean_temp,1.0,8939
2022-08,min_temp,1.0,8939
2022-08,precipitation,1.0,8939
2022-08,pressure,1.0,8939
2022-09,cloud_cover,1.0,8776
2022-09,sunshine,1.0,8776
2022-09,global_radiation,1.0,8776
2022-09,max_temp,1.0,8776
2022-09,mean_temp,1.0,8776
2022-09,min_temp,1.0,8776
2022-09,precipitation,1.0,8776
2022-09,pressure,1.0,8776
2022-10,cloud_cover,1.0,9334
2022-10,sunshine,1.0,9334
2022-10,global_radiation,1.0,9334
2022-10,max_temp,1.0,9334
2022-10,mean_temp,1.0,9334
2022-10,min_temp,1.0,9334
2022-10,precipitation,1.0,9334
2022-10,pressure,1.0,9334
2022-11,cloud_cover,1.0,9592
2022-11,sunshine,1.0,9592
2022-11,global_radiation,1.0,9592
2022-11,max_temp,1.0,9592
2022-11,mean_temp,1.0,9592
2022-11,min_temp,1.0,9592
2022-11,precipitation,1.0,9592
2022-11,pressure,1.0,9592
2022-12,cloud_cover,1.0,8209
2022-12,sunshine,1.0,8209
2022-12,global_radiation,1.0,8209
2022-12,max_temp,1.0,8209
2022-12,mean_temp,1.0,8209
2022-12,min_temp,1.0,8209
2022-12,precipitation,1.0,8209
2022-12,pressure,1.0,8209
2023-01,cloud_cover,1.0,8754
2023-01,sunshine,1.0,8754
2023-01,global_radiation,1.0,8754
2023-01,max_temp,1.0,8754
2023-01,mean_temp,1.0,8754
2023-01,min_temp,1.0,8754
2023-01,precipitation,1.0,8754
2023-01,pressure,1.0,8754
2023-02,cloud_cover,1.0,7558
2023-02,sunshine,1.0,7558
2023-02,global_radiation,1.0,7558
2023-02,max_temp,1.0,7558
2023-02,mean_temp,1.0,7558
2023-02,min_temp,1.0,7558
2023-02,precipitation,1.0,7558
2023-02,pressure,1.0,7558
2023-03,cloud_cover,1.0,8183
2023-03,sunshine,1.0,8183
2023-03,global_radiation,1.0,8183
2023-03,max_temp,1.0,8183
2023-03,mean_temp,1.0,8183
2023-03,min_temp,1.0,8183
2023-03,precipitation,1.0,8183
2023-03,pressure,1.0,8183
2023-04,cloud_cover,1.0,7750
2023-04,sunshine,1.0,7750
2023-04,global_radiation,1.0,7750
2023-04,max_temp,1.0,7750
2023-04,mean_temp,1.0,7750
2023-04,min_temp,1.0,7750
2023-04,precipitation,1.0,7750
2023-04,pressure,1.0,7750
2023-05,cloud_cover,1.0,9075
2023-05,sunshine,1.0,9075
2023-05,global_radiation,1.0,9075
2023-05,max_temp,1.0,9075
2023-05,mean_temp,1.0,9075
2023-05,min_temp,1.0,9075
2023-05,precipitation,1.0,9075
2023-05,pressure,1.0,9075
2023-06,cloud_cover,1.0,9750
2023-06,sunshine,1.0,9750
2023-06,global_radiation,1.0,9750
2023-06,max_temp,1.0,9750
2023-06,mean_temp,1.0,9750
2023-06,min_temp,1.0,9750
2023-06,precipitation,1.0,9750
2023-06,pressure,1.0,9750
2023-07,cloud_cover,1.0,9162
2023-07,sunshine,1.0,9162
2023-07,global_radiation,1.0,9162
2023-07,max_temp,1.0,9162
2023-07,mean_temp,1.0,9162
2023-07,min_temp,1.0,9162
2023-07,precipitation,1.0,9162
2023-07,pressure,1.0,9162
2023-08,cloud_cover,1.0,8417
2023-08,sunshine,1.0,8417
2023-08,global_radiation,1.0,8417
2023-08,max_temp,1.0,8417
2023-08,mean_temp,1.0,8417
2023-08,min_temp,1.0,8417
2023-08,precipitation,1.0,8417
2023-08,pressure,1.0,8417
2023-09,cloud_cover,1.0,9017
2023-09,sunshine,1.0,9017
2023-09,global_radiation,1.0,9017
2023-09,max_temp,1.0,9017
2023-09,mean_temp,1.0,9017
2023-09,min_temp,1.0,9017
2023-09,precipitation,1.0,9017
2023-09,pressure,1.0,9017
2023-10,cloud_cover,1.0,9143
2023-10,sunshine,1.0,9143
2023-10,global_radiation,1.0,9143
2023-10,max_temp,1.0,9143
2023-10,mean_temp,1.0,9143
2023-10,min_temp,1.0,9143
2023-10,precipitation,1.0,9143
2023-10,pressure,1.0,9143
2023-11,cloud_cover,1.0,9161
2023-11,sunshine,1.0,9161
2023-11,global_radiation,1.0,9161
2023-11,max_temp,1.0,9161
2023-11,mean_temp,1.0,9161
2023-11,min_temp,1.0,9161
2023-11,precipitation,1.0,9161
2023-11,pressure,1.0,9161
2023-12,cloud_cover,1.0,8288
2023-12,sunshine,1.0,8288
2023-12,global_radiation,1.0,8288
2023-12,max_temp,1.0,8288
2023-12,mean_temp,1.0,8288
2023-12,min_temp,1.0,8288
2023-12,precipitation,1.0,8288
2023-12,pressure,1.0,8288
2024-01,cloud_cover,1.0,8301
2024-01,sunshine,1.0,8301
2024-01,global_radiation,1.0,8301
2024-01,max_temp,1.0,8301
2024-01,mean_temp,1.0,8301
2024-01,min_temp,1.0,8301
2024-01,precipitation,1.0,8301
2024-01,pressure,1.0,8301
2024-02,cloud_cover,1.0,7537
2024-02,sunshine,1.0,7537
2024-02,global_radiation,1.0,7537
2024-02,max_temp,1.0,7537
2024-02,mean_temp,1.0,7537
2024-02,min_temp,1.0,7537
2024-02,precipitation,1.0,7537
2024-02,pressure,1.0,7537
2024-03,cloud_cover,1.0,7813
2024-03,sunshine,1.0,7813
2024-03,global_radiation,1.0,7813
2024-03,max_temp,1.0,7813
2024-03,mean_temp,1.0,7813
2024-03,min_temp,1.0,7813
2024-03,precipitation,1.0,7813
2024-03,pressure,1.0,7813
2024-04,cloud_cover,1.0,7646
2024-04,sunshine,1.0,7646
2024-04,global_radiation,1.0,7646
2024-04,max_temp,1.0,7646
2024-04,mean_temp,1.0,7646
2024-04,min_temp,1.0,7646
2024-04,precipitation,1.0,7646
2024-04,pressure,1.0,7646
2024-05,cloud_cover,1.0,8983
2024-05,sunshine,1.0,8983
2024-05,global_radiation,1.0,8983
2024-05,max_temp,1.0,8983
2024-05,mean_temp,1.0,8983
2024-05,min_temp,1.0,8983
2024-05,precipitation,1.0,8983
2024-05,pressure,1.0,8983
2024-06,cloud_cover,1.0,9064
2024-06,sunshine,1.0,9064
2024-06,global_radiation,1.0,9064
2024-06,max_temp,1.0,9064
2024-06,mean_temp,1.0,9064
2024-06,min_temp,1.0,9064
2024-06,precipitation,1.0,9064
2024-06,pressure,1.0,9064
2024-07,cloud_cover,1.0,8505
2024-07,sunshine,1.0,8505
2024-07,global_radiation,1.0,8505
2024-07,max_temp,1.0,8505
2024-07,mean_temp,1.0,8505
2024-07,min_temp,1.0,8505
2024-07,precipitation,1.0,8505
2024-07,pressure,1.0,8505
2024-08,cloud_cover,1.0,8191
2024-08,sunshine,1.0,8191
2024-08,global_radiation,1.0,8191
2024-08,max_temp,1.0,8191
2024-08,mean_temp,1.0,8191
2024-08,min_temp,1.0,8191
2024-08,precipitation,1.0,8191
2024-08,pressure,1.0,8191
2024-09,cloud_cover,1.0,8838
2024-09,sunshine,1.0,8838
2024-09,global_radiation,1.0,8838
2024-09,max_temp,1.0,8838
2024-09,mean_temp,1.0,8838
2024-09,min_temp,1.0,8838
2024-09,precipitation,1.0,8838
2024-09,pressure,1.0,8838
2024-10,cloud_cover,1.0,9069
2024-10,sunshine,1.0,9069
2024-10,global_radiation,1.0,9069
2024-10,max_temp,1.0,9069
2024-10,mean_temp,1.0,9069
2024-10,min_temp,1.0,9069
2024-10,precipitation,1.0,9069
2024-10,pressure,1.0,9069
2024-11,cloud_cover,1.0,8919
2024-11,sunshine,1.0,8919
2024-11,global_radiation,1.0,8919
2024-11,max_temp,1.0,8919
2024-11,mean_temp,1.0,8919
2024-11,min_temp,1.0,8919
2024-11,precipitation,1.0,8919
2024-11,pressure,1.0,8919
2024-12,cloud_cover,1.0,8061
2024-12,sunshine,1.0,8061
2024-12,global_radiation,1.0,8061
2024-12,max_temp,1.0,8061
2024-12,mean_temp,1.0,8061
2024-12,min_temp,1.0,8061
2024-12,precipitation,1.0,8061
2024-12,pressure,1.0,8061
